epoch,loss,val_loss
0,0.2053999265130933,0.1892246455543126
1,0.16726009588266696,0.16054060006801318
2,0.15193675113702887,0.1449411534391373
3,0.1377801147663248,0.1243162629868202
4,0.12741091288789727,0.12114118740492659
5,0.11990733226210114,0.12180788797352154
6,0.1126404453242317,0.1145079398579277
7,0.1064095868090457,0.11715582973165474
8,0.10258720481573645,0.1008772582051311
9,0.09750943097814957,0.10683765630477031
10,0.09286743724968896,0.09370935346062476
11,0.09319750835123138,0.10195375501873936
12,0.08741402331677521,0.09225604474073343
13,0.08185854951235366,0.086213464086706
14,0.07935547202995621,0.08844602331813617
15,0.07822342075675699,0.17256195059878082
16,0.08088209965741351,0.08289387138935889
17,0.06884744285202737,0.0830642122171613
18,0.07234237696959116,0.08847858877521259
19,0.07607732482313377,0.08371929370838663
20,0.06580224486363886,0.07592248875397467
21,0.05914656738435835,0.07726999024746446
22,0.05748122761106156,0.07641692324118181
23,0.05522898241511241,0.0765416662212417
24,0.05578079847479934,0.07837763899871011
25,0.058208373536317366,0.07503256508013005
26,0.053153137351804075,0.0755448861437824
27,0.05839868691194675,0.08738369144234262
28,0.06728831500050475,0.08292942137821861
29,0.06350378166880913,0.08140497398470702
30,0.056243584443070156,0.0716611583360099
31,0.049258293059047005,0.07021348243174345
32,0.04769719809725475,0.0769110137648262
33,0.04650670885908907,0.07010929053833362
34,0.04392359975179211,0.07242528013443288
35,0.042966742137213146,0.07550263622768312
36,0.04646881753161772,0.07129175622354854
37,0.05397182541447213,0.07331891399127222
38,0.046113320406366065,0.06990534868164967
39,0.04646392757951219,0.07650349286233955
40,0.04334211373690244,0.06728115636605048
41,0.04040152397696861,0.06658755036682008
42,0.0383607472609516,0.06568743747920387
43,0.04048929859322346,0.07342839058444434
44,0.039974869082537105,0.08823455940828964
45,0.04152970807667727,0.07274336912650836
46,0.037662329011587746,0.06857389936098468
47,0.03712836873273613,0.06937031527399545
48,0.03766570223088166,0.06930086496672612
49,0.03807319468664066,0.06698887907115839
50,0.0360891128954812,0.06542868429257465
51,0.03511834438298228,0.06665960493177293
52,0.04475113451219212,0.07808653939618423
53,0.041739313548416083,0.06602382406651267
54,0.035122837321840954,0.06331476863665073
55,0.03348183836313692,0.06272044244844452
56,0.03349326003123732,0.06353967881249815
57,0.03284997725246034,0.07357868384349016
58,0.03751911164389774,0.07397481669550357
59,0.03900241414191327,0.06508248411266229
60,0.03430427867458043,0.064528130554399
61,0.0357234957247737,0.06306295956783144
62,0.03317130001178428,0.06234276059116771
63,0.03189837344193584,0.061112695207944503
64,0.03178611847950608,0.06782819636961217
65,0.03301002215054393,0.06450460238654623
66,0.032107288251721725,0.061948836762678955
67,0.030988232266154596,0.06211737080996216
68,0.03279472441069906,0.06493851713276663
69,0.03610151481697756,0.06956182355466096
70,0.030966108834944973,0.05958840233299572
71,0.029773628730016176,0.06051773480747057
72,0.03316545411224842,0.07053292259986221
73,0.03351071554287627,0.06362332733487894
74,0.03129402897382013,0.061163381066011345
75,0.029866548210931935,0.06502003920643697
76,0.032170293958983576,0.06867570709805243
77,0.030609413085274786,0.059720283587695114
78,0.03186123116600922,0.07276021515427843
79,0.03363686257726378,0.06464979682750853
80,0.030978100429942357,0.06306216161948419
81,0.029227144012098465,0.05951959153880244
82,0.0286136530830318,0.05920324630652492
83,0.02866585634786168,0.05955706875432621
84,0.028210641708326403,0.0601166026747745
85,0.028466799287444357,0.06237024843339392
86,0.029040832376668494,0.05967555106746349
87,0.03611483579931602,0.062224668064136276
88,0.03065493647287141,0.06066891462670956
89,0.02826262891776631,0.058430697960344696
90,0.027826695456852298,0.06687859625448822
91,0.03151420124784387,0.06836154447360472
92,0.028906033290149458,0.061240778963556404
93,0.028208413580800486,0.059464998778853966
94,0.02720001676137035,0.058857255803030945
95,0.027077543630188657,0.058800470540410446
96,0.027224180840537987,0.05993574009582459
97,0.03341632915613314,0.06441378181159732
98,0.030078280942810533,0.05933573803765029
99,0.02809351804658862,0.05829771602224455
100,0.027126818134909768,0.057638494246326416
101,0.026521647896836784,0.05788431831970516
102,0.02642654982756061,0.059856067209140114
103,0.033335465540466756,0.07314918611360632
104,0.031187505502976588,0.060067891456157325
105,0.02753219963644187,0.058672419679259125
106,0.026571136991688827,0.057677751090451194
107,0.026177668455036406,0.05931674809795123
108,0.026051711482408802,0.05735705507249229
109,0.02593941920166271,0.0574288813198508
110,0.02754511684506373,0.07405102026203404
111,0.03687045086727946,0.05947729768489189
112,0.0278437745784384,0.05807352054260465
113,0.026559802261201616,0.057692321922939285
114,0.025949753670445445,0.057974623714982285
115,0.025653245429572983,0.057330189132878906
116,0.025504393298653158,0.057862996171585655
117,0.025433162304133675,0.05667076174449544
118,0.02545573385440539,0.05697291518152938
119,0.02578932464390967,0.05753461404044637
120,0.02636718501919869,0.061089091444675156
121,0.03222479177041992,0.05968484880306975
122,0.02639515337855592,0.05557833317475828
123,0.02540906569720152,0.05532920198596042
124,0.02515952569073601,0.05629785597442167
125,0.025196222490299888,0.055663053226094
126,0.028956685928240276,0.06517773595723239
127,0.02839894727840562,0.059938669381405525
128,0.026085804433245423,0.058510553106488915
129,0.026521575023093907,0.05835186893289739
130,0.02510815697269967,0.05701823488407927
131,0.0274151316038525,0.06004318353451288
132,0.025462800195347437,0.05841850945836471
133,0.024860740990048442,0.059313142841512505
134,0.025112929115361348,0.059188165948560585
135,0.02535699285023876,0.05844284938611532
136,0.024762123728316536,0.05697697769158443
137,0.024766537780310106,0.05667139763535247
138,0.02462769162704591,0.058169742641241654
